Score,Text
5,"I was a little hesitant to try these, especially after reading such mixed reviews although overall they were positive. However, I liked the idea that they are healthier than regular chips and I figured they would be great for school lunches, quick snacks, etc. I decided to give them a try and figured if we did not like them, they could be donated.  I ordered a mixed case the first time around to see which flavors we liked more (or less) and thought that would give us a good sampling.  After deciding we liked most of the flavors, we decided to try other ones as well.<br /><br />Despite the flavor preferences, these chips do not taste like cardboard.  At first taste, they are a little crunchier and thicker than you might expect. I think this is a good thing, because it means they are not heavily-laden with oil.  The 0.8 oz bags are 100 calories each as well, which is much better than the other alternatives and gives you the enjoyment of chips without the extra calories, trans fat, etc.<br /><br />I have included a summary of opinions below from myself, friends and family for each flavor:<br /><br />Sea Salt & Vinegar - Great, the absolute favorite flavor for everyone<br />BBQ - Very good, I'm not crazy about BBQ to begin with but would say this flavor is ""sweet"" BBQ. Everyone else loved them.<br />Cheddar - Very Good, probably close in preference to the BBQ<br />Original Potato - Good, but a little salty (seems to fluctuate somewhat between bags)<br />Salt & Pepper - Good, everyone liked them but preferred other flavors more<br />Parmesan Garlic - Good, but overall was 50/50. You definitely taste more parmesan than garlic and most people were expecting the latter.<br />Sour Cream & Onion - Not so good, no one really liked these enough to want more or to even finish the bag<br /><br />I know taste is a very subjective thing, but I hope this review helps someone decide to give these a try. I did get them at a reduced price through subscribe & save, and shortly after my first order, Amazon had them on the Gold Box for an even better price.  I think the average price per bag came out to approximately forty six cents a bag and had free shipping under my prime account."
5,"These are the greatest potato snack products I've found.  Only 2 points for Weight Watchers.  Really crispy and tasty.  All of the flavors are great.  My only complaint......it's difficult to open the little bags.  I need a pair of scissors, but I guess that keeps them fresher for longer so it's a great trade off.  I would recommend these chips to everyone."
4,"I really like these chips.  They have a different texture than regular potato chips but I still find it really tasty.  Even my boyfriend, who is often averse to all things ""healthy"" and ""low fat"" will gobble these up rather quickly.  The variety packs are great because they allow you to have a little bit of everything, but of course the downside is that you may not like some flavors as much.  I find the original version to be a little bland by itself, and the sea salt and vinegar flavor might be too strong for some people."
5,"I am potato chip-addicted. I don't only enjoy potato chips, but I also enjoy any type of potato product. This product really hit the mark for me.<br /><br />I consider these a full-fledged snack. Each bag is packed with chips. They are moderately seasoned, and full of flavor. The consistency is slightly like a popcorn cake -- but they're crisp and crunchy, not puffy. They have a distinct potato taste.<br /><br />The best part? Each bag clocks in at only 100 calories! And I repeat -- these are not a simple ""100 calorie"" snack. What you get here is a full bag of chips. What's great about the content vs. calorie content is that these are perfect to accompany your lunch without feeling guilty about eating a 200-300 calorie bag of chips.<br /><br />My personal favorites were the Sea Salt and Vinegar and the Original. The barbecue flavor is sweet, not smoky. The Salt and Pepper, Cheddar, and Sour Cream and Onion flavors are standard fair. But the chips are adequately and evenly seasoned and I did not notice differences in seasoning from one chip to the next.<br /><br />These are a great product, well manufactured, and a treat to eat. I'll definitely buy more of these in the future."
5,"Wow, these chips are delicious!<br /><br />They're low in calorie and carb count. I can actually have a salty snack without feeling guilty about it and the taste is better then unhealthy oil-smothered grocery store chips.<br /><br />The sour cream & onion, salt & vinegar, and cheddar are my favorites!<br /><br />If you're weight conscience, want something healthy, or just want something that tastes good, buy these chips! You won't be disappointed!"
5,"This doesn't taste as addicting as the real fried potato chips, but it's still very good.<br />Considering it's low in calories and it's only popped..  it taste much better than the ones that are freeze dried.<br />These pops taste as light as the rice crispy treats, but with a good amount of flavor and crunch.<br />I like it, a small little pack that you can just grab when you feel like having something quick.<br />I keep then in my room in case if I ever get the cravings for chips.<br />All the flavors that come in are good too, no complains.<br /><br />The package also arrived fast and it's pretty cheap, I would recommend people who is watching calories to get this!"
3,"Bought these based on the glowing reviews (4 1/2 Stars), and the fact that they were heavily discounted from the regular price. First of all .8 oz. per bag equals about 15 or 16 chips per bag, which is not many. While this may be fine for those who are trying to cut back on calories, fat or sodium, the fact is that .8 of an ounce is not much, and that might tempt people to eat more than one bag at a time.  Due to the discounted price each bag was around $.55 each, not to bad until you figure that equals $10 per pound. At the regular price its about $16 per pound. As far as the taste, all of the flavors were good, none that I absolutely disliked, but none that really rocked my socks either. Bottom line, at the discounted price I paid I was not disappointed, but if I had paid the regular price for these I would have felt cheated."
5,"It felt weird ordering 24 bags of chips off the internet that I had never even tried before, but I am SO GLAD I DID. They are delicious! I've tried 4 flavors so far & have loved each one. These are a win. :)"
3,I actually purchased these. I myself find that they taste just like those like rice crisp with salt and flavoring. From the reviews I thought they was more like munchos. They are not. BBq to salty but if you like a little twang its ok. according to the family. Plain is horrible. Salt and vinegar was the best overall. My family gave it 3 stars i will stick to kettle chips-
5,We have these suto delivered.  They are a great healthy sub for potato chips and the snack bags are a perfect size.  Great crunch and we enjoy all the flavors.
